,text,emotion,polarity
303,worst mcdonalds in existence burn the fucker downlastonly time i was here i got in an argument with a bum about whether or not he lost his spot in line when he went to take a shiti hope he washed his hands because i know the employees dont „‚and they are worse off than the derelict patrons that frequent this crap holeisnt mickyds known for creating flavors that are consistent from location to location around the globe „‚my burger tasted like lukewarm butt greaseburnt hair,joy,negative
304,very horrible micky ds very dirty and just a horrible place to take the kids too,fear,negative
305,allow me to preface this review by saying that i have never actually purchased anything from this mcdonalds maybe someday i will because i work nearby in the lipstick building but not yetto tell the truth there really isnt any reason to buy food from this mcdonalds east midtown is like ground zero for bombass gyro guys including the excellent one on the southeast corner of th and rd and the inimitable rafiqi on th or so and rd any of these carts will be cheaper than mcdonalds since youre definitely going to pay manhattan prices at this location the dollar menu is certainly anemic there is also an assortment of good sandwich and pizza places around hereso why am i reviewing this mcdonalds you might ask it is simple rd avenue faces a lack of good places to sit and eat especially on a hot day and if you are wearing clothes that you dont want to risk getting gyro sauce on if you need somewhere to sit and eat regardless of where you purchased your food this mcdonalds is the place to go they have excellent air conditioning a supply of good napkins clean tables and a nice view of the street i can attest to the fact that the staff will not roust you from your seat even if you are blatantly not eating mcdonalds i have eaten gyrossandwichespizza in this location several times and it has been an excellent place to eat on each occasion,joy,positive
306,this review is only for the drive through i enjoy the face to face ordering instead of the intercom it gives a better chance for them to get your order correct the staff here is very nice there are a few people i can think of who are not morning people and should not be working the drive through but i cant really choose whos working the window the wait time depends on when you actually order its a little longer in the morning when everyone is off to work and when people are getting off work as for my actual orders i havent had an order incorrect although they have forgotten a straw here and there or have forgotten sauce or ketchup i just make sure everything is there before i drive off food wise its mcdonalds nothing special,joy,positive
307,this does not deservestar wow „‚ fire the entire staff including management„‚and start over „‚so sad,sadness,neutral
308,i think there is two entries for this location so this is an update of my first review i have now received the wrong itemstrips in a row along with ice cold french fries i ordered the jalape‚‚o chicken sandwich and received the spicy chicken sandwich instead,unknown,negative
309,worst mcdonalds ever „‚im not a huge fan of mickey ds but when your driving cross country theres nothing better than a mds cheeseburger „‚theres no crap falling out all over the place its one concise package „‚that being said this was awful „‚i was hungry late in the day yesterday and thought id walk next door to my neighborhood mickey ds „‚normally i have a hamburger and cheeseburger no fries no drink but today i had the asian salad with grilled chicken „‚the chicken had this slimy goup all over it „‚it made the chicken inedible as well as the salad beneath it „‚ my friend had a six piece chicken nugget and a fish fillet „‚both were horrible „‚my friend is a connoisseur of mds fish fillet sandwich and he found it intolerable „‚the nuggets were devoid of their normal processed flavor which in this case is a bad thing „‚overall a horrible experience and ill never go back to this one,joy,negative
310,i totally understand that this is mcdonalds and you get for what you pay but the professionalism here needs major work while i am waiting for my food it would be nice not to hear yelling and workers horseplaying behind the register and in front of the store i thought going inside would be faster since there was a line of cars circling that awful drive thru but really i think we had waited longer going inside,surprise,positive
311,stars is about as good a review as a mcdonalds can get „‚its mcdonalds what more can you say „‚i reviewed this one because their cocacola had the best syrup to soda ratio i have ever had it tasted like straight out of the bottle „‚kinda random review i guess,joy,positive
312,im not sure if the other reviewer went to this location because i found that they had friendly competent service and good quality food „‚the restaurant appeared clean but the vinyl on the playplace booths was badly ripped and should be replaced „‚following the dfw tradition of themed playplaces this one is a gold mine „‚my son had a lot of fun,joy,positive
313,employees look like they hate their job milkshake was like drinking milk food was cold and not warm at all,joy,negative
314,saw roaches while eating told management and they reacted like its nothing new never again will i go to that mcdonald s even though its close by me,joy,positive
315,itll make ya fat,unknown,neutral
316,dirtydirty„‚dirty the resturant was so dirty that there was no clean table available „‚this is a fairly new location so im not sure why its not being better maintainedhope somebody helps the staff at this location get it together,joy,positive
317,awful „‚ why install the equipment to display drive thru orders to guest when its never used „‚ why have an automated person tell you to order when no is ever listening and you always have to repeat orders „‚ whoever built that place wasted a ton of money on technology and did a lousy job training them to use it „‚ drive to one onits much better „‚grayson hwy is the absolute best for breakfast „‚ i go the long way to work just to stop therethe new one has issues,fear,neutral
318,this place cant get an order correct to save their livessave yourself the headache and find another mcdonalds,sadness,negative
319,musthaves nuggets mcgriddle oatmealskip big macnice mcdonalds considering the neighborhood great place to go to if you need something quick before going to uscfood cservice cselection bexperience coverall c,joy,positive
320,it was raining when i went to this mcdonalds drive thru a noteworthy point do not go thru the drive thru in rainy weather it is not covered at the order speaker and there is inadequate coverage at the order windows as well i ordered a ten piece nugget combo large with fries the nuggets had gristle in them and several seemed undercooked the large dr pepper was tasteless they had let the syrup run out i did not notice the drink until we left overall i was disappointed the fries were good though the drive thru order taker was courteous though so i have to give them points for that,joy,positive
321,we came here the day after christmas with ourkids and our nephew to quickly eat breakfast „‚we were greeted in a very non friendly demeanor by this older woman who just couldnt get our order right „‚once we got our order she still got it wrong and i went back and said something to her „‚no apologies „‚she would not give me the small coffee i wanted instead of the large coffee and she short changed us a sausage burritoso i bought another coffee even though i should not have had to pay for it because i was in a rush „‚she just had a really sour attitude and i know she probably doesnt like working there but its not my fault „‚she accepted working thereso for that i give her astarhowever the next day we did come and the younger man was in her place and he was pretty much perfect „‚got everything right „‚great attitude no issues „‚i give him astar,joy,positive
322,the good newstheyve just remodeled this place and it it super modernstylish like going to starbucks now for the bad news „‚high volume mcdonalds have been trying different line workflows for the last six months at least at this location and the one in union station and with the recent automation implemented you can expect to waitminutes for a cup of coffee „‚as another review said its probably because it does seem like chaos to stand in a linedeep place your order and then step aside in front of the people who ordered before you so the person fulfilling the order can shuttle to the counterback delivering your bag of food „‚this actually got you your food pretty quickly even in peak timesso now the newest system is a single register to take orders and an electronic system that shows order numbers that are ready on a tv screen „‚sounds great right „‚not at this location „‚for some reason their fulfillment process is very very slow „‚it tookminutes the other day for my order to come up and with the old system it would beminutes consistently i think it was faster because there were four individual teams working on fulfilling orders not a centralized mainly singlethreaded process with the new systemthis morning i walked in saw the line in front of the register wasdeep andpeople were waiting for their orders„‚this isnt dekalb where a busload of people just walked in „‚its mcdonalds and they clearly need to to fix something with this storetheir new process or just change back to the old chaotic system that got you your food inminutes consistently,joy,neutral
323,i try to steer clear of fast food when i can but sometimes they just sound so delicious or they are the most convenient to have for instance the daughter was hungry and i was in a rush to get ready for an event and this mcdonalds was across from sls which at the day of our visit to mcdonalds was not open yet and therefore did not have functional restaurants yet we went through the drive thru and it was easy and manageablethis is a typical mcdonalds with nothing to make them more memorable than other locations in a good or bad way but if you are staying in the vicinity and in need of fast food do try them their drive thru is also openhours so they are very convenient if you need calories late at night which happens a lot in las vegas go figure overall not a bad mcdonalds,joy,positive
324,forgot half my order then made me waitmins to correct it not very fast food,unknown,neutral
325,nothing special just another mcdonalds in the city „‚the food is consistent but the service may vary depending on when you go „‚i experienced a strung out cashier during one lunch shift mightve been the poor girls first day on the job but she completely messed up my order „‚i think she gave me everything on the menu except for the food that i did order „‚lol,sadness,positive
326,i dont go here often because the service is so bad i have never left with the right order or sat in line less thanmins they are now running this special where they give you amin timerif you dont get your order by the end of the min you get your meal free but it doesnt count if they give you wrong order yep they gave menuggets in anugget boxa coke when i ordered a burgerhic smh they needwindowsone to payone to pick upthe last to return the wrong orderpick up the correct one,sadness,negative
327,this review is based on the poor service i received in the drive thru last night i have nothing to say about the food because its mcdonalds i had a horrible headache and a long drive back from the woodlands so i just decided to swing through the drive thru to grab some food hoping it would help my headache there were two cars in front of me when i pulled into the line one car was at the pick up window the other was at the intercom to order it didnt take long for the car in front of me to order when it was my turn i literally sat there forminutes without anyone acknowledging me usually if the employees are slow they will at least say hello and then ask for a moment to help other customers i was about to yell into the intercom to make sure they were in fact open people were pulling up behind me and i was losing my patience finally some lady came on the intercom and said what can i get you as if they were the ones waiting on me to decide i could hear a lot of noise in the background sounded chaotic i asked for a grilled chicken wrap she responded with we dont have grilled meat wait yeah ok grilled what else then i asked for sprite were out of sprite ok please give me unsweet ice tea ok sweet tea at that point my headache was so bad i didnt even try to ask for the frickin unsweet tea then she told me to drive forward without telling me a total as im waiting to pay and get my food i see at least two cars leave the drive thru line because theyre fed up with the poor service when i got to the window the lady even made a comment about it ooooh look at all those cars leaving im sorry but if you are aware that you are losing customers maybe you should step it up a little bit and get your shit together so you dont lose customers she couldnt have cared less it was patheticluckily i dont live in that area so im hoping to never have to experience such slow horrible service in a drive thru this was by far one of the worst experiences ive ever had,joy,negative
328,times out ofthe service or food or both are horrible „‚after getting my entire order wrong i waited while they made the correct meals „‚at homeblock away my meals were cold hamburger looked and tasted like yesterdays „‚the fries limp and loaded with oil „‚if you can not get fresh fries at lunch time when can you get it „‚we will skip this mcdonald it never improves,fear,negative
329,this mcdonalds is horrible they are also down the street from my house you might just want to go to the next mcdonalds down the street less than half a mile maybe its brand new and just opened the reviews here speak for themselves no customer service whatsoever they always rush you at drivethru and never get the meal correct because they are all ignorant fucks who cant speak proper english or dont even know english they dont even give you time to respond on an order completion ive dined inside and it was fine however it was dirty around me on most occasions butof the time i eat there my meal is always incorrect always its ridiculous i found out its an ongoing problem especially at this store the fries are always pre sorted and they are a hot or miss they are really good or really bad which is really annoying the sandwich is the same sometimes they put fresh dripping meat on the bun and it makes it soggy which is disgusting most of the times the sandwich is just plain incorrect ive had to call corporate about the poor customer service ive had with employees and several managers at this location as well as the constant issue of my order being messed up which is very inconvenient in drivethru im telling you go to the next mcdonalds the employees here hate their job and are idiots,sadness,negative
330,im definitely a fan of this mcdonalds tucked on the side of a terribles gas station and convenience store „‚before its gone i had to get one of their seasonal egg nog shakesi drove here from wally world and parked directly in front of the door „‚there were a few people at the drive through and a few inside the mcdonalds itselfthe counter person came quickly and took my order „‚i paid and stood aside while she made the shake „‚it was quickly given to me and it was good „‚one of my few thats a joke bad holiday habitsi was soon on my way happily sipping this sweet goodness and already plotting to stop for just one more before theyre gone,joy,neutral
331,firsti know its a mcdonalds so what could i expect „‚how about a clean space and staff that at least pretended to carethis store is close to the house and our grandson wanted his birthday party herethe store had a recent makeover and on first appearances is a very nice location they obviously spent some money on the makeover „‚that is why the cleanliness or lack thereof was rather shocking the dining area by the childrens play area appears to be an afterthought when they are cleaning „‚i ended up cleaning our tables myself since no one seemed to care enough to come wipe down tables „‚or throw away trash „‚the food was standard fare at mcdonalds but they were really slow filling the orders and it was only lukewarm when we got to the tablesthe play area also had one other major issue „‚they have a little area with animals for the smaller kids to crawl around on „‚i give them points for that and trying to keep the really wee ones away from the bigger kids „‚i would have thought that someone would have though of affixing the animals in some way so they would not tip over when the kids were on them a definite safety hazardnot a store i care to revisit luckily my grandson is nowand his palate will soon outgrow mcdonalds,joy,negative
332,this location has gotten better over the last couple years quick and painless drive through ask for ketchup i highly recommend the chicken mcnuggets or the famous mcgangbang,unknown,neutral
333,come here if youre looking for an uncomfortable experience the cashiers as well as the customers make this an unpleasant experience „‚initially i intended on staying here to eat however withinminutes of stepping in this mcdonalds i did not wish to stay at this establishment any longer the cashier seemed extremely disinterested in his job and mumbled the whole time while waiting for my order a man approached me and attempted to talk to me i made it blatantly obvious that i did not wish to converse with him however he continuously tried talking to me there was also another customer who told the cashier to call his friend because he needed some xanax,joy,positive
334,the expectations arent high for food and they stayed there besides the fries the standard quarter pounder meal was every bit standard fair „‚ the dollar menu tastes about the same here the service is very quick that is from lots of workers and food waiting for you to get here „‚ they work their food forecasts really well but id wait a couple minutes for hour food but hey att last they can make really good sweet tea here „‚ there is a lot of better places surrounding this place,anger,positive
335,a pathetic establishment theyre slow unprofessional dirtygetting fresh food is usually never gotta happen i wish they would just tear it down staff food cleanliness service overall if you go here expect a attitude from someonedont expect your food to be fresh or right dont bother talking to a manager because they are just as ridiculous as the rest of the crew honestly if your not in a rush just go somewhere else thats your best bet to be honest,joy,neutral
336,my wife and i went to this location after being at circus circus at approximately pm a friday night „‚it was busy but not chaoticyou place your order at one end of the counter and pick up at the end of the counteri ordered a quarter pounder with cheese combo and asked to make it large „‚my wife simply ordered a small drink and a mcflurry „‚we specifically told the girl we were eating in „‚when our number was called our food was in a to go bag „‚i was also only given one small cup „‚when i asked where my large drink cup was i was informed that the combo which i paid extra for did not include a drinkthe lady was wearing a white shirt and spoke very poor english „‚when i showed her my receipt where it said i had paid for a large combo she told me i was mistaken „‚i then proceeded to go back to the cashier who had rung up my order and ask her what had happened „‚she informed me that i should have got a large cup as well as small cup but the lady in the white was her manager „‚i then asked to speak to another manager „‚the cashier then waited until the female manager went in the back and a male manager came up apologized and gave me my large cup „‚ „‚he agreed that i was correct and that the cashier had rung up our order correctly but could not give me a reason as to why the female manager would not give me a large cup,joy,positive
337,probably one of the nicest mcdonalds ive ever been in and i absolutely despise mcdonalds nice interior tv menus and good for two things drunk greasy food and the mccaf‚‚ as a less expensive alternative to starbucksbut at the end of the day its still a mcdonalds also expect to be haggled for money by the local homeless they tend to sweep through the mcdonalds dining room asking patrons for spare change,joy,positive
338,we went to mcdonalds on our way to circus circus i remember eating at a horrible buffet at circus circus and didnt want to go there for breakfasti would avoid this place on the weekends it was too chaotic we went on a saturday morning around am we went a second time on a weekday and the lines were more manageable the workers call your numbers when your order is ready however there needs to be a better system our number wasnt called and our order was sitting on the counter forminutesoh well cheap breakfast grub,fear,negative
339,worst one ive eve been too i was numberand i waited for ever and ever and the manager was giving out the food and saw me standing there forever and she didnt ask me what my order was or anything it got up towhen the cashier had to ask me what my order was so slow and disorganized and barely any space to eat and sit down,unknown,neutral
340,its mcdonalds fast and cheap but mycdonalds has a certain taste that makes you go back this mcdonalds does not have have that taste this mcdonalds „‚taste is disgusting from the fries to big mac to the chicken nuggets to the shake everything here is grosser that gross do not come you will puke,disgust,negative
341,the mcdonalds chronicleshooray for free refillsi just want a bite to eat make my daughter happy not spend a lot of money and drink as much soda as i can quenching my thirst is the dry air „‚the mcdonalds doesnt charge that much of a premium „‚the place is clean and is a good affordable rest before putting the feet down back on the strips concrete,joy,positive
342,why am i reviewing a mcdonalds valid question one because i am procrastinating on the things i actually have to do and two because when my boyfriend ordered a piece chicken nugget they gave him every sauce im talking honey mustard ranch barbeque chipotle something or other jalapeno stuffand they didnt charge extra „‚for a mcdonalds thats pretty great,joy,positive
343,bad service rude employeei will never go to this mc donald,sadness,negative
344,stomach ache to go,unknown,negative
345,this location is hit or miss mostly miss and service is below average ill give a prime example yesterday i ate breakfast here with my daughter i ordered a side of eggs and hashbrown for her then a steak egg and cheese biscuit meal with a coffee for me simple right well they managed to get the hashbrown and eggs right but as for my biscuit they gave me a steak egg and cheese bagel sooo i brought it back and specified it was suppose to be a steak egg and cheese biscuit he then told them biscuit they remade it and gave it to me on a mcmuffin again i told him biscuit he gave it back and on the third try they got it correct ridiculous,sadness,negative
346,i have been here many times „‚dont think i will return after the last timedrive thru order was wrong and what i did get looked like it had been run over by a car „‚i emailed them and they left me an apology message and said that they would send me a coupon for a free meal to make up for it „‚that never arrived „‚i would just like to get the food that i am supposed to get and paid for,joy,neutral
347,i feel like my father right now „‚im not mad im just disappointed „‚i cant believe i paid for an iced carmel mocha it was gross and tasted like super sweet burned coffee it wasnt served with the typical cone lid and whipped cream and fancy looking swirl of chocolate and carmel on top either i even double checked when i received it and the clerk assured me in her best english accent that it was infact an iced mocha „‚wrong ive been ordering these for awhile and this was not up to par i believe they charged me the higher price and just gave me an iced coffee i guess i should expect this from mcdonalds especially when their staff is still trying to master the english language i cant expect them to understand me and successfully complete my order can i „‚keep looking for another morning caffeine kick or pony up an extra couple of bucks for starbucks across the street,joy,positive
348,one star because mcdonalds is not food its engineered matter that just happens to be edible but i thought id review this mcdonalds in particular its the last mcdonalds i ever ate at the year wasand in the dark of night in the cool spring air my friends and i stumbled out of a casino drunk from free beer and poor from expensive gambling it wasam and although our appetites were ginormous our options were limited we happened upon this mcdonalds where they were offering double cheeseburgers fori ordered three my companions followed suit we sat down among the other customers three older men sparsely seated and desperate to stay awake lest they be thrown out in the street amongst the crumpled pornographic business cards one man chewed with his eyes closed another bobbed his head up and down either he was falling in and out of sleep or agreeing with everything the last man was not so far gone but was the dirtiest of them all once our burgers were consumed we headed out i was glad to leave only sleep lay before me now,sadness,negative
349,how hard is it to put an order together geesh cant even follow a simple request i asked for bbq sauce and ketchup are they that stingy or is the girl just stupid „‚plus they forgot to include the mcdouble that came with my order terrible service,fear,neutral
350,i asked for coffee with milk and the lively manager on duty theres no other word to describe him actually handed me a separate cup of lovingly steamed milk „‚now thats service „‚there are also plugs by several seats if you need to drop by and charge a phone etc,joy,negative
351,the food „‚is up to par with other mcdonalds but the afternoon staff is young and inexperienced they are not very attentive and dont really care about good customer servicemediocre spot,joy,positive
352,this has to be the slowest mcdonalds on earthminutes to get outhappy meals makes me not happy stay away from this location,joy,neutral
353,this is the most fucked up mcdonalds you are gonna see „‚of course i didnt buy anything in here but really like going in there to use their bathroom because its like negative mcmoney for the big mccorporationbuckscom „‚they have a shitty parking lot people reading racing papers in the back and a depressed korean woman eating a chicken sandwich in the front „‚theres a big old golden arches out there with lights all over it like just regular light bulb lights „‚the sign says new building coming soon and there are shitty renderings of a new fancy dallasstyle mcds with vegas lights all over it „‚i can certainly wait for the new sign and building because i like the old one „‚i went in here when i was buzzing on a full throttle slurpee which i highly recommend,joy,positive
354,just went thru the drivethru paid for a medium coffee bagel with cream cheese and when i get to my destination and open the small bag that was handed to me at the window there is nothing but the bagel no cream cheese no napkins no jelly seriously dude how do you hand your customer a bag without napkins and nevermind the cream cheese i actually paid for ugh i hope they go out of business note to this mcdonalds you just stole the cream cheese i paid for and didnt receive thieves and you caused mental anguish by depriving me of my enjoyment of breakfast the way i asked for it dimwits,sadness,negative
355,these guys never get any order right how hard is it,sadness,negative
356,location is in a improving neighborhood near the cleveland clinic „‚it is openhrs „‚service is generally good and friendly „‚fare is basic mcds „‚good choice if you need a fast food fix in the neighborhood,joy,positive
357,yelpchallengei come here mostlytimes a week in the morning to get an iced coffee and they are usually pretty friendly there is always someone working outside near the drive thru to expedite the process and it definitely helps the hispanic woman who gives the food in the mornings is very sweet she recognizes me now and always asks how im doing overall quick and good service here,joy,positive
358,the stingiest mcdonalds ive ever been to including downtownservicethey were nice and spoke english great „‚saw someone get a chocolate covered sundae only the darn thing wasnt even covered as if they took an airbrush system and lightly sprayed a translucent film over tsk tsk price they charge you for plastic bags ketchup packers and god knows what else i wouldnt be surprised if they charged me for napkins togo gasped when i was told would be an extracents to get ketchup packets a whole ketchup bottle wouldnt even cost you anymore thanatmospherewent late afternoon pretty empty not loud not dirtyfooddidnt think id have to rate my food until i came home and found that my fries were cold and stale as well as my nuggets ughirony is their employees understood english but for the very first time in my life they messed up my order i saidranchbarbecue insteadranch sauce inside,joy,positive
359,this particular location has by far the worst service overall i am not lying when i say thatout ofvisits whether it be drivethru or walkin something is wrong with my order i can remember my order for extra onions on mcrib sandwiches or hamburgers have been produced with extra pickles and no onions a recent visit tookminutes to produce apiece chicken mcnuggets and a soda ive worked at a mcdonalds before and if i had a valid food card and ambassadorial privileges i could have changed the oil reheat the fryer located a box in their freezer and fry my own food and still get to school on time the shift manager gave me a large fries andcups for drinks not being sensitive to the fact that i had diabetes and i had ordered nuggets for speedy service and avoidance of excess carbsthe service today was not as bad but why do they go through the trouble of asking what kind of sauce do i want with my nuggets if they arent going to give it to me the guy at the window actually tried to shove me out of drivethru with only a partial order this particular instance has happened several timesunfortunately i am a fan of their products and when i get a hankering and wish not to get out of my vehicle this is the closest locationi have managedfood service installations and i guarantee that i could run that place better than the current crew given minimal trainingi would say the s had lousy fashion s had lousy music and so far aside from drivers of today customer service is at its worst especially for food service and more especially for mcdonalds on sunset and stephanie,joy,positive
360,this place is terrible we went through the drive thru and ordered a value meal and a wrap „‚they gave us the drink and the bag which we assumed contained everything „‚when we got home we found both the wrap and the receipt missing „‚my boyfriend returned fuming and when he asked for the missing wrap he was denied because he didnt have the receipt „‚the receipt they never gave us he had to buy a new wrap „‚were never returning here again,fear,neutral
361,as the previous yelpers have already stated this place is pretty slow the food is usually cold and the serviceyeah you guessed it poor,sadness,negative
362,its a typical mcdonalds with a play area thats great for kids to run around and burn off some energy „‚it hasnt been renovated like many other mcdonalds around town but im sure it will be done sooner rather than later „‚food was exactly what we ordered and was hot and tasty,joy,positive
363,very good mcdonalds good service,joy,positive
364,on occasion i may exaggerated „‚but this place gets my order wrong litterally every single time the sad thing is that i dont even like their food its just the only place open when i get off or am going to work the only saving grace is the drive thru team „‚they are constantly sweet and apologetic for their kitchen staffs ineptitudes,sadness,positive
365,i would have given thisstars if not for the fact that the chucklefuck drive thru staff randomly leaves work atwhen it closes atand when they are working do some fucked up thingsexample i had lost my job my wife and my car and a friend of mine picked me up on the side of the road but not before i was forced to suck a dick for thethat would give me the moolah to afford a single pleasure in this meaningless world a medium fry from the king of fast food ronald firecrotch mcdonald we drove to this establishment as it was nearest to the drug den that i had just left purple haze ringing in my nostrils and nickelback blaring from the hummer h behind me i ordered my delicacy upon arriving at the window i was shocked to find that the americans with disabilities act applies to people who were born sideways with three umbilical cords wrapped around their extra chromosome good job being progressive giants mcdonalds unfortunately this coke bottle glasseswearing invalid decided to give me a man with nary a possession to his name a medium fry trapped indecently in a complex puzzle box constructed from bags that had clearly formerly hosted the cursed sperm sample that grew his hairy greasy ass in a test tube in santa monica i was speechless but since i couldnt afford a drink a fire in the hole was not possible and i had to suffice with a middle finger held aloft by my comrade in my defense against this venerable smaug of the culinary industry never againis in my heart today and tomorrow and the next day but after that idk seriously,joy,neutral
366,this used to be one of the very best mcdonalds anywhere then the ownership changed apparently to corporate and the location has not been the same since service is often hap hazard and the employeesi guarantee will talk and talk and let you wait at the counter the interior of this mcdonalds is one of those unique ones done up in black and white and while it is beginning to reflect its age when the place is clean still looks good busy drive through as this is on a „‚main plano street,joy,positive
367,this is a large relatively modernlooking mcds its a bit grimy which in mho kind of defeats the purpose of the remodel why bother making it all prettymodern if youre not going to wipe it down regularlythe service here is ok food is standard mcds fare the one reason we come here is for the huge fourstory play area the kids enjoy exploring it and i enjoy getting a half hour of sanity „‚theres a small space underneath for littler guys to play in but this playplace is realistically more for older kids who can climb well the kids room is completely closed off from the rest of the restaurant which works great at keeping my boys from running off and theres a separate bathroom in here just for aparents „‚no changing table which for some strange reason seems to be the way las vegas restaurants roll i really hate that therefore they shouldnt be surprised when i change a poopy diaper on one of their posh bench seats since theres nowhere else to do itmaybe then theyll wipe it down afterwards but dont count on it,joy,positive
368,this has to have one of the sloiwest drive thrus of all mcdonalds this was incredible and how they can have this in chicago is beyond my guesses i waited fifteen minutes for three cars ahead of me one late night there was not much activity inside and they had more than enough workers to prevent this,unknown,neutral
369,im not sure how else to put this there are a few homeless people who ask for money at the entrance and inside the seating area that is reason enough to avoid this placeit can be pretty disorganized but chances are if youre here youre fully aware of what youre getting yourself intoweird bit they dont have ketchup dispensers in the seating areabut wont give you any ketchup packets without being asked thats kind of like giving me a burger and fries to go but without a bag,joy,positive
370,ive read the reviews so i know that this place has been less than popular over the years however i think theyve made some improvements ive never been inside but the drivethru is always quick and accurate the service has been friendly and attentive on all of my visits as well,joy,positive
371,if what you do is burgers and burgers require fresh bread the least you could do is have that breadstale,unknown,neutral
372,every few months i get this sudden urge to make terrible life decisions like eating at mcdonalds or developing a debilitating drug addiction „‚this location provided an extra bad breakfast experience and i probably should have just opted for some crack instead in retrospect „‚even though i immediately stuffed my hash brown in my face it was a bit on the lukewarm side „‚im used to food served at a temperature that can burn off a few layers of skin if youre not careful „‚honestly though its mcdonaldswhat can you expect „‚two stars because despite a decent line i wasnt stuck there for ages,joy,negative
373,the operations and food seem fine but this location has a chronic problem with leaving things out of my order sometimes a salad would be missing another time a cheeseburger was missing many times sauces i ask for are missing i never made a big deal because a few bucks wasnt worth driving back there and bothering the employees about itstars since this place doesnt actually cook the food cook and defrost two different things and its more about service you had one job just get the order right the food is already cooked and arrives frozen you just microwave it wrap it and toss it in a paper bag but no that was too challengingthe soft serve icecream is great but ive seen locations that stack the ice cream wayyy higher,joy,positive
374,biggest bunch of idiots i have ever encountered i mean really you have one job its a pathetic place you cant even get a drink order right,sadness,negative
375,drive thru has two ordering boxes this mcdonalds was just remodeled,unknown,neutral
376,this place is dirty bunch of high school kids works here which they dont „‚care about service,anger,negative
377,yes mcdonalds is bad for you „‚yes mcdonalds can make kids obese if it comprises the majority of their diet „‚yes mcdonalds is high in fat high in cholesterol and high in sodium „‚however most of us have a little person inside of us that on occasion has a hankering for mcdsthis particular mcds is actually really clean „‚thats surprising being that it is in chinatown and ctown isnt really known for its cleanliness „‚this one was actually shown on one of thoseor dateline shows as being on the top of the ratings in terms of cleanliness and whatnot „‚makes ya feel a little bit less guilty for eating at mcdson sundays the lines can be long as little kids are screaming that they want a happy meal but when the craving hits its well worth it „‚my favorite thing about this mcds is thefor s „‚i love the apple pies and the ice cream sundaes because i can treat a cousin to dessert for the best part about this mcds is that they have hashbrownsfor„‚they dont have this everywhere „‚because its so much cheaper than other establishments a friend recently made hashbrown birthday cakes for my cousin and me see picture „‚now thats a birthday cake,joy,positive
378,normally id never bother to review a mcdonalds because one in buffalo is the same as one in boise so it has to be something pretty remarkable to get me to comment about a chain burger jointthis isnt going to be about the food mcdonalds food is well lets be charitable and say not good and leave it there this is about the restaurant itself if you go to this one take a weapon this is derelict central for every crackheaded wacko in montrose and thats a lot of wackos sleeping drunks people loudly arguing with someone only they can see the staring off into space and drooling types the homeless folks having a fullon bath in the restroom sink and a multitude of those who have a very broad interpretation of personal hygiene „‚eating anything from mcdonalds is challenging enough in a vacuum with the regulars here its more than i can contemplate if you absolutely must use this location for the love of god use the drive thru,joy,positive
379,itspm and let me just say from shopping all day and getting attitude all day from rude over worked associates it was nice to hear and see these mcdonalds associates in such a good mood the girl that took our order in the drive thru was very nice and politegreat energy and very upbeat personality absolutely loved her i didnt get her name but she definitely made my drive through visit very pleasant the other girls that gave us our order her name was jessica she was also very nice its ppl like these young ladies that make service worth the wait great job girls,joy,positive
380,one star rating for giving me practically half empty box of fries it has happened twiced usually my fries are packed all the way to the top and spilling but when i got it through drive through it was very sad looking when i held up the box i couldnt even see the fries bad,sadness,negative
381,my mom needed to meet a client to pick up documents and i was her chauffeur for the day the lobby is really nice as is all their locations in the southwest that ive been to due to recent renovations very modern classy and extremely clean this location featured an opaque black and white rendition of the las vegas strip on the glass separating the restaurant from terribles convenience store the new digital menus are really nice as well and easy to read i dont really eat at mcdonalds so i cant say much about the food what i do usually order and enjoy was their vanilla cone delicious nonfat vanilla soft serve in a light and crispy cone the best part of this location is the fact that it is one of the very few corporate stores in the valley and offers the vanilla cone at justafter sales tax what an awesome deal especially when franchised locations chargeand upso based on the nice welcoming lobby and consistently delicious cone i have no complaints bonus free wifi and the lobby and drivethru are openhours,joy,positive
382,for how many times we went here they always serve as cold friesmanager chinese looking maybe asian or hispanic got a very mean looking aura does not say good evening nor smilemost of their workers are like her but i think she got the most unapproachable attitudecalling mcdonalds vermont los angeles train this lady to be not rudeit irritates me and even lots of my friends who went here for many timesand do not even dare to serve cold fries again to your customer hover and washington serve better fries than you guysbetter shape up,joy,positive
383,the new workflow is a horrible joke „‚they took the worst aspect of this location and made it worseer „‚yeah i just made that word up „‚i really hate this location but it is so close to my office im sure i will still get sucked in,anger,negative
384,this mcdonalds is one of the most disgusting ive ever been to i dont know why i keep going back through the drivethru i guess deep down i want it to get better but i keep getting disappointed i got a mcrib a few days ago and that made my decision to never return to this location the bread tasted old and the meat had a vile aftertaste disgusting,disgust,negative
385,this place is quite sub par even for a mcdonalds „‚this place is really ghetto and theres always a bunch of annoying kids loitering and taking up the available tables „‚i guess its ok if you want to grab a soda on a hot day or a snack to munch on while walking around but again its not very good for your health or for taste „‚i say exert some selfdiscipline buy something worthwhile in walmarts grocery section then go home and prepare something worth eating,joy,positive
386,if you like asian people this place has a bunch of them on saturday nightscute its hit or miss each timeeverything else is on par with any other mcdonalds,joy,neutral
